CustomerID,AdSpend_Group,Pre_Purchase_Group,Customer_Loyalty,Conv_Probability
12173,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
12174,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12175,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12176,"Low Spend","Occasional Buyer","Silver Tier","High Probability"
12177,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
12178,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12179,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12180,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12181,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12182,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
12183,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12184,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12185,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12186,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
12187,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12188,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12189,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12190,"Medium Spend","Frequent Buyer","Bronze Tier","Low Probability"
12191,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12192,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12193,"Medium Spend","New Customer","Gold Tier","High Probability"
12194,"High Spend","New Customer","Platinum Tier","High Probability"
12195,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12196,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12197,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12198,"Medium Spend","New Customer","Silver Tier","High Probability"
12199,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12200,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
12201,"High Spend","New Customer","Gold Tier","High Probability"
12202,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
12203,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
12204,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12205,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12206,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
12207,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
12208,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12209,"High Spend","New Customer","Gold Tier","High Probability"
12210,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12211,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12212,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12213,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12214,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12215,"High Spend","New Customer","Bronze Tier","High Probability"
12216,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12217,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12218,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12219,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12220,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12221,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
12222,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12223,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12224,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12225,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12226,"Low Spend","Frequent Buyer","Silver Tier","High Probability"
12227,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12228,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12229,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12230,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12231,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12232,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12233,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12234,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12235,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12236,"High Spend","New Customer","Silver Tier","High Probability"
12237,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12238,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
12239,"High Spend","New Customer","Gold Tier","High Probability"
12240,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12241,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12242,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
12243,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12244,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12245,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12246,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12247,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12248,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12249,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12250,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12251,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12252,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12253,"Low Spend","Occasional Buyer","Silver Tier","High Probability"
12254,"High Spend","Occasional Buyer","Platinum Tier","Low Probability"
12255,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12256,"Low Spend","Frequent Buyer","Bronze Tier","High Probability"
12257,"High Spend","Frequent Buyer","Silver Tier","Low Probability"
12258,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12259,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12260,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12261,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
12262,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12263,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12264,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12265,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12266,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12267,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
12268,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12269,"High Spend","Occasional Buyer","Platinum Tier","Low Probability"
12270,"High Spend","New Customer","Platinum Tier","Low Probability"
12271,"Low Spend","New Customer","Gold Tier","High Probability"
12272,"High Spend","New Customer","Bronze Tier","High Probability"
12273,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12274,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12275,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12276,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12277,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12278,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
12279,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12280,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
12281,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12282,"High Spend","Frequent Buyer","Silver Tier","Low Probability"
12283,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12284,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12285,"Low Spend","Frequent Buyer","Gold Tier","High Probability"
12286,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
12287,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12288,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12289,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12290,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12291,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12292,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
12293,"High Spend","New Customer","Gold Tier","Low Probability"
12294,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12295,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12296,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12297,"Low Spend","Occasional Buyer","Platinum Tier","High Probability"
12298,"Medium Spend","Occasional Buyer","Bronze Tier","Low Probability"
12299,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12300,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12301,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
12302,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12303,"Medium Spend","New Customer","Platinum Tier","High Probability"
12304,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12305,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12306,"High Spend","Frequent Buyer","Gold Tier","Low Probability"
12307,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12308,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12309,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12310,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12311,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
12312,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12313,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12314,"Low Spend","Occasional Buyer","Bronze Tier","Low Probability"
12315,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
12316,"High Spend","New Customer","Gold Tier","High Probability"
12317,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12318,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12319,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
12320,"High Spend","New Customer","Bronze Tier","High Probability"
12321,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
12322,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12323,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12324,"High Spend","New Customer","Silver Tier","High Probability"
12325,"Low Spend","Occasional Buyer","Bronze Tier","Low Probability"
12326,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
12327,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
12328,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12329,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
12330,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12331,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
12332,"High Spend","New Customer","Bronze Tier","High Probability"
12333,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12334,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12335,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12336,"High Spend","Frequent Buyer","Bronze Tier","Low Probability"
12337,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12338,"High Spend","New Customer","Gold Tier","High Probability"
12339,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12340,"High Spend","New Customer","Platinum Tier","High Probability"
12341,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
12342,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
12343,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
12344,"Medium Spend","Occasional Buyer","Silver Tier","Low Probability"
12345,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12346,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12347,"Low Spend","Occasional Buyer","Bronze Tier","Low Probability"
12348,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12349,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12350,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12351,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12352,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12353,"Low Spend","Occasional Buyer","Silver Tier","High Probability"
12354,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12355,"High Spend","New Customer","Gold Tier","High Probability"
12356,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12357,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12358,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
12359,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12360,"Medium Spend","New Customer","Gold Tier","High Probability"
12361,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
12362,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12363,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
12364,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12365,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12366,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12367,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12368,"Medium Spend","Occasional Buyer","Bronze Tier","Low Probability"
12369,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12370,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12371,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12372,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12373,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12374,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12375,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12376,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12377,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
